Rk,Tm,Player,College,MP_T,VORP_original,Year,Redraft,VORP
26 ,LAL,Vlade Divac,International,33838 ,45.3 ,1989 ,1 ,45.3 
12 ,NJN,Mookie Blaylock,University of Oklahoma,31026 ,38.9 ,1989 ,2 ,38.9 
14 ,GSW,Tim Hardaway,University of Texas at El Paso,30626 ,34.6 ,1989 ,3 ,34.6 
36 ,POR,Clifford Robinson,University of Connecticut,42561 ,28.7 ,1989 ,4 ,28.7 
17 ,SEA,Shawn Kemp,Trinity Valley Community College,29293 ,27.3 ,1989 ,5 ,27.3 
11 ,ORL,Nick Anderson,University of Illinois at Urbana-Champaign,24922 ,23.5 ,1989 ,6 ,23.5 
4 ,MIA,Glen Rice,University of Michigan,34985 ,22.1 ,1989 ,7 ,22.1 
3 ,SAS,Sean Elliott,University of Arizona,24502 ,16.1 ,1989 ,8 ,16.1 
16 ,SEA,Dana Barros,Boston College,19480 ,10.6 ,1989 ,9 ,10.6 
1 ,SAC,Pervis Ellison,University of Louisville,11593 ,7.4 ,1989 ,10 ,7.4 
21 ,UTA,Blue Edwards,East Carolina University,18409 ,5.7 ,1989 ,11 ,5.7 
7 ,IND,George McCloud,Florida State University,17429 ,5.6 ,1989 ,12 ,5.6 
10 ,MIN,Pooh Richardson,"University of California, Los Angeles",19399 ,5.5 ,1989 ,13 ,5.5 
2 ,LAC,Danny Ferry,Duke University,18133 ,5.0 ,1989 ,14 ,5.0 
28 ,MIA,Sherman Douglas,Syracuse University,21148 ,2.6 ,1989 ,15 ,2.6 
40 ,BOS,Dino Radja,International,7308 ,2.3 ,1989 ,16 ,2.3 
18 ,CHI,B.J. Armstrong,University of Iowa,17790 ,1.9 ,1989 ,17 ,1.9 
49 ,ATL,Haywoode Workman,Oral Roberts University,7202 ,1.5 ,1989 ,18 ,1.5 
27 ,DET,Kenny Battle,University of Illinois at Urbana-Champaign,1795 ,0.9 ,1989 ,19 ,0.9 
37 ,ORL,Michael Ansley,University of Alabama,2143 ,0.5 ,1989 ,20 ,0.5 
22 ,POR,Byron Irvin,University of Missouri,849 ,0.2 ,1989 ,21 ,0.0 
32 ,NJN,Stanley Brundy,DePaul University,128 ,0.0 ,1989 ,22 ,0.0 
33 ,LAC,Jay Edwards,Indiana University,26 ,0.0 ,1989 ,22 ,0.0 
46 ,PHO,Ricky Blanton,Louisiana State University,13 ,0.0 ,1989 ,22 ,0.0 
5 ,CHH,J.R. Reid,University of North Carolina,15370 ,(0.2),1989 ,25 ,(0.2)
29 ,CHH,Dyron Nix,University of Tennessee,109 ,(0.2),1989 ,25 ,0.0 
34 ,MIN,Gary Leonard,University of Missouri,149 ,(0.2),1989 ,25 ,0.0 
35 ,DAL,Pat Durham,Colorado State University,930 ,(0.2),1989 ,25 ,0.0 
39 ,WSB,Ed Horton,University of Iowa,374 ,(0.2),1989 ,25 ,0.0 
41 ,WSB,Doug Roth,University of Tennessee,412 ,(0.2),1989 ,25 ,0.0 
23 ,ATL,Roy Marble,University of Iowa,194 ,(0.3),1989 ,31 ,0.0 
51 ,PHO,Mike Morrison,Loyola College in Maryland,153 ,(0.3),1989 ,31 ,0.0 
20 ,CHI,Jeff Sanders,Georgia Southern University,462 ,(0.4),1989 ,33 ,0.0 
30 ,MIL,Frank Kornet,Vanderbilt University,595 ,(0.6),1989 ,34 ,0.0 
13 ,BOS,Michael Smith,Brigham Young University,1328 ,(0.7),1989 ,35 ,(0.7)
45 ,MIA,Scott Haffner,University of Evansville,609 ,(0.7),1989 ,35 ,0.0 
50 ,NYK,Brian Quinnett,Washington State University,1530 ,(0.7),1989 ,35 ,(0.7)
15 ,DEN,Todd Lichti,Stanford University,4240 ,(0.8),1989 ,38 ,(0.8)
24 ,PHO,Anthony Cook,University of Arizona,1499 ,(0.8),1989 ,38 ,(0.8)
31 ,LAC,Jeff Martin,Murray State University,2685 ,(1.2),1989 ,40 ,(1.2)
19 ,PHI,Kenny Payne,University of Louisville,1167 ,(1.3),1989 ,41 ,(1.3)
25 ,CLE,John Morton,Seton Hall University,1879 ,(1.3),1989 ,41 ,(1.3)
6 ,CHI,Stacey King,University of Oklahoma,7406 ,(1.9),1989 ,43 ,(1.9)
38 ,MIN,Doug West,Villanova University,16649 ,(2.2),1989 ,44 ,(2.2)
43 ,CLE,Chucky Brown,North Carolina State University,11962 ,(3.0),1989 ,45 ,(3.0)
52 ,PHO,Greg Grant,Trenton State University,3350 ,(3.0),1989 ,45 ,(3.0)
8 ,DAL,Randy White,Louisiana Tech University,5382 ,(3.3),1989 ,47 ,(3.3)
9 ,WSB,Tom Hammonds,Georgia Institute of Technology,10419 ,(6.0),1989 ,48 ,(6.0)
2 ,SEA,Gary Payton,Oregon State University,47117 ,63.0 ,1990 ,1 ,63.0 
29 ,CHI,Toni Kukoc,International,22212 ,24.7 ,1990 ,2 ,24.7 
1 ,NJN,Derrick Coleman,Syracuse University,25903 ,21.7 ,1990 ,3 ,21.7 
5 ,CHH,Kendall Gill,University of Illinois at Urbana-Champaign,29481 ,16.9 ,1990 ,4 ,16.9 
19 ,BOS,Dee Brown,Jacksonville University,16843 ,11.0 ,1990 ,5 ,11.0 
27 ,LAL,Elden Campbell,Clemson University,25776 ,10.8 ,1990 ,6 ,10.8 
45 ,IND,Antonio Davis,University of Texas at El Paso,26084 ,8.8 ,1990 ,7 ,8.8 
4 ,ORL,Dennis Scott,Georgia Institute of Technology,17983 ,7.3 ,1990 ,8 ,7.3 
7 ,SAC,Lionel Simmons,La Salle University,13472 ,7.2 ,1990 ,9 ,7.2 
48 ,PHO,Cedric Ceballos,"California State University, Fullerton",14712 ,6.0 ,1990 ,10 ,6.0 
11 ,GSW,Tyrone Hill,Xavier University,22388 ,5.7 ,1990 ,11 ,5.7 
16 ,MIL,Terry Mills,University of Michigan,16422 ,5.5 ,1990 ,12 ,5.5 
23 ,SAC,Anthony Bonner,Saint Louis University,7372 ,2.8 ,1990 ,13 ,2.8 
38 ,SEA,Jud Buechler,University of Arizona,8444 ,2.7 ,1990 ,14 ,2.7 
13 ,LAC,Loy Vaught,University of Michigan,16993 ,1.8 ,1990 ,15 ,1.8 
18 ,SAC,Duane Causwell,Temple University,9409 ,1.6 ,1990 ,16 ,1.6 
46 ,IND,Kenny Williams,Elizabeth City State University,2918 ,1.4 ,1990 ,17 ,1.4 
21 ,PHO,Jayson Williams,St. John's University,9805 ,0.1 ,1990 ,18 ,0.1 
39 ,CHH,Steve Scheffler,Purdue University,918 ,0.0 ,1990 ,19 ,0.0 
52 ,CLE,Stefano Rusconi,International,30 ,0.0 ,1990 ,19 ,0.0 
50 ,PHO,Milos Babic,Tennessee Technological University,87 ,(0.1),1990 ,20 ,0.0 
41 ,ATL,Steve Bardo,University of Illinois at Urbana-Champaign,299 ,(0.2),1990 ,21 ,0.0 
10 ,ATL,Rumeal Robinson,University of Michigan,6098 ,(0.3),1990 ,22 ,(0.3)
28 ,GSW,Les Jepsen,University of Iowa,192 ,(0.3),1990 ,23 ,0.0 
33 ,UTA,Walter Palmer,Dartmouth College,209 ,(0.3),1990 ,23 ,0.0 
20 ,MIN,Gerald Glass,University of Mississippi,3347 ,(0.4),1990 ,25 ,(0.4)
14 ,SAC,Travis Mays,University of Texas at Austin,2964 ,(0.5),1990 ,26 ,(0.5)
15 ,MIA,Dave Jamerson,Ohio University,594 ,(0.5),1990 ,27 ,0.0 
26 ,DET,Lance Blanks,University of Texas at Austin,1045 ,(0.5),1990 ,27 ,(0.5)
36 ,ATL,Trevor Wilson,"University of California, Los Angeles",1609 ,(0.6),1990 ,29 ,(0.6)
3 ,DEN,Mahmoud Abdul-Rauf,Louisiana State University,15628 ,(0.7),1990 ,30 ,(0.7)
40 ,SAC,Bimbo Coles,Virginia Polytechnic Institute and State University,20319 ,(0.7),1990 ,31 ,(0.7)
34 ,GSW,Kevin Pritchard,University of Kansas,1125 ,(1.0),1990 ,32 ,(1.0)
8 ,LAC,Bo Kimble,Loyola Marymount University,1336 ,(1.1),1990 ,33 ,(1.1)
42 ,DEN,Marcus Liberty,University of Illinois at Urbana-Champaign,4568 ,(1.1),1990 ,34 ,(1.1)
44 ,MIL,Steve Henson,Kansas State University,2282 ,(1.1),1990 ,34 ,(1.1)
51 ,LAL,Tony Smith,Marquette University,7295 ,(1.1),1990 ,34 ,(1.1)
17 ,NYK,Jerrod Mustaf,University of Maryland,1902 ,(1.2),1990 ,37 ,(1.2)
32 ,PHI,Brian Oliver,Georgia Institute of Technology,1182 ,(1.3),1990 ,38 ,(1.3)
9 ,MIA,Willie Burton,University of Minnesota,6666 ,(1.4),1990 ,39 ,(1.4)
24 ,SAS,Dwayne Schintzius,University of Florida,1950 ,(1.4),1990 ,40 ,(1.4)
22 ,NJN,Tate George,University of Connecticut,2019 ,(1.8),1990 ,41 ,(1.8)
6 ,MIN,Felton Spencer,University of Louisville,12298 ,(1.9),1990 ,42 ,(1.9)
25 ,POR,Alaa Abdelnaby,Duke University,3200 ,(2.3),1990 ,43 ,(2.3)
47 ,PHI,Derek Strong,Xavier University,8548 ,(2.3),1990 ,44 ,(2.3)
37 ,WSB,A.J. English,Virginia Union University,3108 ,(2.4),1990 ,45 ,(2.4)
30 ,MIA,Carl Herrera,University of Houston,8042 ,(2.6),1990 ,46 ,(2.6)
54 ,SAS,Sean Higgins,University of Michigan,3334 ,(2.7),1990 ,47 ,(2.7)
31 ,PHO,Negele Knight,University of Dayton,4513 ,(3.0),1990 ,48 ,(3.0)
12 ,HOU,Alec Kessler,University of Georgia,2937 ,(3.2),1990 ,49 ,(3.2)
35 ,WSB,Greg Foster,University of Texas at El Paso,7974 ,(6.3),1990 ,50 ,(6.3)
43 ,SAS,Tony Massenburg,University of Maryland,12291 ,(8.0),1990 ,51 ,(8.0)
4 ,DEN,Dikembe Mutombo,Georgetown University,36791 ,38.2 ,1991 ,1 ,38.2 
13 ,IND,Dale Davis,Clemson University,29606 ,28.6 ,1991 ,2 ,28.6 
1 ,CHH,Larry Johnson,"University of Nevada, Las Vegas",25685 ,28.3 ,1991 ,3 ,28.3 
5 ,MIA,Steve Smith,Michigan State University,28855 ,24.4 ,1991 ,4 ,24.4 
11 ,CLE,Terrell Brandon,University of Oregon,21545 ,23.7 ,1991 ,5 ,23.7 
2 ,NJN,Kenny Anderson,Georgia Institute of Technology,25868 ,18.0 ,1991 ,6 ,18.0 
24 ,BOS,Rick Fox,University of North Carolina,23723 ,17.6 ,1991 ,7 ,17.6 
3 ,SAC,Billy Owens,Syracuse University,17619 ,11.2 ,1991 ,8 ,11.2 
9 ,ATL,Stacey Augmon,"University of Nevada, Las Vegas",21658 ,9.8 ,1991 ,9 ,9.8 
21 ,UTA,Eric Murdock,Providence College,11882 ,9.4 ,1991 ,10 ,9.4 
45 ,MIL,Bobby Phills,Southern University and A&M College,13426 ,8.6 ,1991 ,11 ,8.6 
12 ,NYK,Greg Anthony,"University of Nevada, Las Vegas",15850 ,8.1 ,1991 ,12 ,8.1 
10 ,ORL,Bison Dele,University of Arizona,10004 ,4.4 ,1991 ,13 ,4.4 
7 ,MIN,Luc Longley,University of New Mexico,12006 ,1.5 ,1991 ,14 ,1.5 
46 ,PHO,Richard Dumas,Oklahoma State University,2226 ,1.0 ,1991 ,15 ,1.0 
27 ,SAC,Pete Chilcutt,University of North Carolina,8394 ,0.3 ,1991 ,16 ,0.3 
32 ,PHO,Chad Gallagher,Creighton University,3 ,0.0 ,1991 ,17 ,0.0 
34 ,MIN,Myron Brown,Slippery Rock University of Pennsylvania,23 ,0.0 ,1991 ,17 ,0.0 
16 ,GSW,Chris Gatling,Old Dominion University,13760 ,(0.2),1991 ,19 ,(0.2)
36 ,ORL,Chris Corchiani,North Carolina State University,1313 ,(0.2),1991 ,19 ,(0.2)
43 ,GSW,Lamont Strothers,Christopher Newport University,155 ,(0.2),1991 ,19 ,0.0 
14 ,SEA,Rich King,University of Nebraska,309 ,(0.3),1991 ,22 ,0.0 
22 ,LAC,LeRon Ellis,Syracuse University,857 ,(0.3),1991 ,22 ,0.0 
26 ,CHI,Mark Randall,University of Kansas,883 ,(0.4),1991 ,24 ,0.0 
30 ,ATL,Rodney Monroe,North Carolina State University,313 ,(0.4),1991 ,24 ,0.0 
37 ,LAC,Elliot Perry,University of Memphis,9501 ,(0.4),1991 ,24 ,(0.4)
20 ,HOU,John Turner,Phillips University,345 ,(0.5),1991 ,27 ,0.0 
31 ,SAC,Randy Brown,New Mexico State University,11533 ,(0.5),1991 ,27 ,(0.5)
28 ,CHH,Kevin Lynch,University of Minnesota,1143 ,(0.6),1991 ,29 ,(0.6)
35 ,DAL,Mike Iuzzolino,Saint Francis University,3049 ,(0.6),1991 ,29 ,(0.6)
39 ,CLE,Jimmy Oliver,Purdue University,856 ,(0.8),1991 ,31 ,0.0 
17 ,GSW,Victor Alexander,Iowa State University,5755 ,(0.9),1991 ,32 ,(0.9)
48 ,UTA,Isaac Austin,Arizona State University,8350 ,(1.0),1991 ,33 ,(1.0)
49 ,SAS,Greg Sutton,Oral Roberts University,1946 ,(1.0),1991 ,33 ,(1.0)
41 ,IND,Sean Green,Iona College,671 ,(1.1),1991 ,34 ,0.0 
6 ,DAL,Doug Smith,University of Missouri,5833 ,(1.5),1991 ,35 ,(1.5)
8 ,DEN,Mark Macon,Temple University,5018 ,(1.5),1991 ,36 ,(1.5)
18 ,MIL,Kevin Brooks,University of Louisiana at Lafayette,1031 ,(1.5),1991 ,36 ,(1.5)
19 ,WSB,LaBradford Smith,University of Louisville,3131 ,(1.6),1991 ,37 ,(1.6)
33 ,DAL,Donald Hodge,Temple University,3501 ,(1.8),1991 ,38 ,(1.8)
23 ,ORL,Stanley Roberts,Louisiana State University,5869 ,(1.9),1991 ,39 ,(1.9)
51 ,HOU,Zan Tabak,International,3607 ,(2.2),1991 ,40 ,(2.2)
15 ,ATL,Anthony Avent,Seton Hall University,6729 ,(5.0),1991 ,41 ,(5.0)
40 ,DET,Doug Overton,La Salle University,7275 ,(6.2),1991 ,42 ,(6.2)
1 ,ORL,Shaquille O'Neal,Louisiana State University,41918 ,74.0 ,1992 ,1 ,74.0 
11 ,HOU,Robert Horry,University of Alabama,27069 ,32.0 ,1992 ,2 ,32.0 
29 ,NJN,P.J. Brown,Louisiana Tech University,33823 ,28.6 ,1992 ,3 ,28.6 
17 ,SEA,Doug Christie,Pepperdine University,26079 ,25.4 ,1992 ,4 ,25.4 
2 ,CHH,Alonzo Mourning,Georgetown University,25975 ,24.0 ,1992 ,5 ,24.0 
3 ,MIN,Christian Laettner,Duke University,25760 ,23.2 ,1992 ,6 ,23.2 
24 ,GSW,Latrell Sprewell,University of Alabama,35270 ,21.7 ,1992 ,7 ,21.7 
6 ,WSB,Tom Gugliotta,North Carolina State University,23556 ,18.7 ,1992 ,8 ,18.7 
9 ,PHI,Clarence Weatherspoon,University of Southern Mississippi,27736 ,13.4 ,1992 ,9 ,13.4 
7 ,SAC,Walt Williams,University of Maryland,18818 ,12.4 ,1992 ,10 ,12.4 
22 ,PHO,Oliver Miller,University of Arkansas,11338 ,10.9 ,1992 ,11 ,10.9 
21 ,BOS,Jon Barry,Georgia Institute of Technology,13880 ,9.8 ,1992 ,12 ,9.8 
4 ,DAL,Jim Jackson,Ohio State University,29067 ,9.6 ,1992 ,13 ,9.6 
5 ,DEN,LaPhonso Ellis,University of Notre Dame,17616 ,7.1 ,1992 ,14 ,7.1 
15 ,LAL,Anthony Peeler,University of Missouri,20464 ,6.1 ,1992 ,15 ,6.1 
13 ,DEN,Bryant Stith,University of Virginia,16417 ,5.8 ,1992 ,16 ,5.8 
10 ,ATL,Adam Keefe,Stanford University,10334 ,4.9 ,1992 ,17 ,4.9 
8 ,MIL,Todd Day,University of Arkansas,12214 ,2.8 ,1992 ,18 ,2.8 
41 ,HOU,Popeye Jones,Murray State University,12579 ,2.8 ,1992 ,18 ,2.8 
14 ,IND,Malik Sealy,St. John's University,11720 ,1.7 ,1992 ,20 ,1.7 
32 ,WSB,Brent Price,University of Oklahoma,7007 ,1.6 ,1992 ,21 ,1.6 
42 ,MIA,Matt Geiger,Georgia Institute of Technology,12221 ,1.6 ,1992 ,21 ,1.6 
18 ,SAS,Tracy Murray,"University of California, Los Angeles",12103 ,1.4 ,1992 ,23 ,1.4 
20 ,NYK,Hubert Davis,University of North Carolina,15143 ,0.7 ,1992 ,24 ,0.7 
43 ,GSW,Sasha Danilovic,International,2331 ,0.7 ,1992 ,24 ,0.7 
52 ,CHI,Matt Steigenga,Michigan State University,12 ,0.0 ,1992 ,26 ,0.0 
50 ,GSW,Matt Fish,University of North Carolina at Wilmington,512 ,(0.1),1992 ,27 ,0.0 
37 ,MIA,Isaiah Morris,University of Arkansas,102 ,(0.2),1992 ,28 ,0.0 
38 ,ATL,Elmer Bennett,University of Notre Dame,159 ,(0.2),1992 ,28 ,0.0 
47 ,BOS,Darren Morningstar,University of Pittsburgh,367 ,(0.2),1992 ,28 ,0.0 
27 ,CHI,Byron Houston,Oklahoma State University,2674 ,(0.3),1992 ,31 ,(0.3)
31 ,POR,Reggie Smith,Texas Christian University,384 ,(0.3),1992 ,31 ,0.0 
33 ,CHI,Corey Williams,Oklahoma State University,288 ,(0.3),1992 ,31 ,0.0 
46 ,DEN,Robert Werdann,St. John's University,273 ,(0.3),1992 ,31 ,0.0 
16 ,LAC,Randy Woods,La Salle University,1093 ,(0.4),1992 ,35 ,(0.4)
45 ,SEA,Chris King,Wake Forest University,2058 ,(0.4),1992 ,35 ,(0.4)
48 ,PHO,Brian Davis,Duke University,374 ,(0.4),1992 ,35 ,0.0 
28 ,MIN,Marlon Maxey,University of Texas at El Paso,1146 ,(0.5),1992 ,38 ,(0.5)
39 ,CHI,Litterial Green,University of Georgia,1189 ,(0.8),1992 ,39 ,(0.8)
26 ,POR,Dave Johnson,Syracuse University,475 ,(0.9),1992 ,40 ,0.0 
35 ,CHH,Tony Bennett,University of Wisconsin-Green Bay,1886 ,(0.9),1992 ,40 ,(0.9)
36 ,LAL,Duane Cooper,University of Southern California,781 ,(1.3),1992 ,41 ,0.0 
25 ,LAC,Elmore Spencer,"University of Nevada, Las Vegas",2641 ,(1.4),1992 ,42 ,(1.4)
12 ,MIA,Harold Miner,University of Southern California,3748 ,(2.0),1992 ,43 ,(2.0)
34 ,MIN,Chris Smith,University of Connecticut,3956 ,(2.5),1992 ,44 ,(2.5)
30 ,DAL,Sean Rooks,University of Arizona,13560 ,(2.7),1992 ,45 ,(2.7)
19 ,DET,Don MacLean,"University of California, Los Angeles",6679 ,(2.9),1992 ,46 ,(2.9)
23 ,MIL,Lee Mayberry,University of Arkansas,10337 ,(6.6),1992 ,47 ,(6.6)
1 ,ORL,Chris Webber,University of Michigan,30847 ,45.9 ,1993 ,1 ,45.9 
3 ,GSW,Anfernee Hardaway,University of Memphis,23711 ,27.2 ,1993 ,2 ,27.2 
24 ,HOU,Sam Cassell,Florida State University,29812 ,25.4 ,1993 ,3 ,25.4 
45 ,UTA,Bryon Russell,"California State University, Long Beach",19805 ,18.5 ,1993 ,4 ,18.5 
9 ,DEN,Rodney Rogers,Wake Forest University,21873 ,13.8 ,1993 ,5 ,13.8 
4 ,DAL,Jamal Mashburn,University of Kentucky,22762 ,12.9 ,1993 ,6 ,12.9 
2 ,PHI,Shawn Bradley,Brigham Young University,19531 ,12.3 ,1993 ,7 ,12.3 
12 ,LAL,George Lynch,University of North Carolina,17683 ,11.5 ,1993 ,8 ,11.5 
37 ,LAL,Nick Van Exel,University of Cincinnati,28969 ,11.4 ,1993 ,9 ,11.4 
8 ,MIL,Vin Baker,University of Hartford,25737 ,10.4 ,1993 ,10 ,10.4 
11 ,DET,Allan Houston,University of Tennessee,28311 ,9.9 ,1993 ,11 ,9.9 
10 ,DET,Lindsey Hunter,Jackson State University,23253 ,9.5 ,1993 ,12 ,9.5 
22 ,CLE,Chris Mills,University of Arizona,17282 ,8.8 ,1993 ,13 ,8.8 
23 ,SEA,Ervin Johnson,University of New Orleans,16989 ,8.7 ,1993 ,14 ,8.7 
20 ,CHH,Scott Burrell,University of Connecticut,7592 ,6.1 ,1993 ,15 ,6.1 
5 ,MIN,Isaiah Rider,"University of Nevada, Las Vegas",17851 ,3.6 ,1993 ,16 ,3.6 
30 ,WSB,Gheorghe Muresan,International,6729 ,2.5 ,1993 ,17 ,2.5 
25 ,CHI,Corie Blount,University of Cincinnati,9925 ,2.4 ,1993 ,18 ,2.4 
47 ,SAS,Chris Whitney,Clemson University,10052 ,2.0 ,1993 ,19 ,2.0 
28 ,DAL,Lucious Harris,"California State University, Long Beach",15701 ,0.5 ,1993 ,20 ,0.5 
14 ,IND,Scott Haskin,Oregon State University,186 ,0.0 ,1993 ,21 ,0.0 
26 ,ORL,Geert Hammink,Louisiana State University,27 ,0.0 ,1993 ,21 ,0.0 
35 ,MIA,Ed Stokes,University of Arizona,17 ,0.0 ,1993 ,21 ,0.0 
31 ,SAC,Evers Burns,University of Maryland,143 ,(0.1),1993 ,24 ,0.0 
34 ,GSW,Darnell Mee,Western Kentucky University,293 ,(0.1),1993 ,24 ,0.0 
42 ,SEA,Adonis Jordan,University of Kansas,97 ,(0.1),1993 ,24 ,0.0 
43 ,DEN,Josh Grant,University of Utah,382 ,(0.1),1993 ,24 ,0.0 
48 ,POR,Kevin Thompson,North Carolina State University,58 ,(0.1),1993 ,24 ,0.0 
18 ,UTA,Luther Wright,Seton Hall University,92 ,(0.2),1993 ,29 ,0.0 
27 ,PHO,Malcolm Mackey,Georgia Institute of Technology,69 ,(0.2),1993 ,29 ,0.0 
32 ,PHI,Alphonso Ford,Mississippi Valley State University,114 ,(0.2),1993 ,29 ,0.0 
46 ,HOU,Richard Petruska,"University of California, Los Angeles",92 ,(0.2),1993 ,29 ,0.0 
52 ,SAC,Mike Peplowski,Michigan State University,705 ,(0.2),1993 ,29 ,0.0 
33 ,DAL,Eric Riley,University of Michigan,1844 ,(0.5),1993 ,34 ,(0.5)
15 ,ATL,Doug Edwards,Florida State University,838 ,(0.6),1993 ,35 ,0.0 
6 ,WSB,Calbert Cheaney,Indiana University,22007 ,(0.7),1993 ,36 ,(0.7)
40 ,ATL,Rich Manning,University of Washington,512 ,(1.0),1993 ,37 ,0.0 
21 ,POR,James Robinson,University of Alabama,6935 ,(1.2),1993 ,38 ,(1.2)
16 ,NJN,Rex Walters,University of Kansas,4602 ,(1.5),1993 ,39 ,(1.5)
17 ,CHH,Greg Graham,Indiana University,2530 ,(1.6),1993 ,40 ,(1.6)
13 ,LAC,Terry Dehere,Seton Hall University,7305 ,(2.6),1993 ,41 ,(2.6)
19 ,BOS,Acie Earl,University of Iowa,2512 ,(3.1),1993 ,42 ,(3.1)
7 ,SAC,Bobby Hurley,Duke University,4170 ,(5.8),1993 ,43 ,(5.8)
2 ,DAL,Jason Kidd,University of California,50111 ,78.2 ,1994 ,1 ,78.2 
10 ,LAL,Eddie Jones,Temple University,32778 ,45.1 ,1994 ,2 ,45.1 
3 ,DET,Grant Hill,Duke University,34776 ,42.5 ,1994 ,3 ,42.5 
4 ,MIN,Donyell Marshall,University of Connecticut,25027 ,19.1 ,1994 ,4 ,19.1 
23 ,PHO,Wesley Person,Auburn University,20727 ,13.8 ,1994 ,5 ,13.8 
26 ,NYK,Charlie Ward,Florida State University,14080 ,13.3 ,1994 ,6 ,13.3 
17 ,POR,Aaron McKie,Temple University,19156 ,12.9 ,1994 ,7 ,12.9 
13 ,DEN,Jalen Rose,University of Michigan,27925 ,11.9 ,1994 ,8 ,11.9 
8 ,SAC,Brian Grant,Xavier University,21417 ,10.4 ,1994 ,9 ,10.4 
1 ,MIL,Glenn Robinson,Purdue University,25346 ,10.3 ,1994 ,10 ,10.3 
5 ,WSB,Juwan Howard,University of Michigan,36654 ,10.1 ,1994 ,11 ,10.1 
35 ,SAC,Michael Smith,Providence College,10552 ,8.7 ,1994 ,12 ,8.7 
46 ,MIL,Voshon Lenard,University of Minnesota,15349 ,6.7 ,1994 ,13 ,6.7 
15 ,IND,Eric Piatkowski,University of Nebraska,14613 ,5.5 ,1994 ,14 ,5.5 
32 ,WSB,Jim McIlvaine,Marquette University,5927 ,2.8 ,1994 ,15 ,2.8 
7 ,LAC,Lamond Murray,University of California,18477 ,1.4 ,1994 ,16 ,1.4 
12 ,MIA,Khalid Reeves,University of Arizona,5837 ,0.6 ,1994 ,17 ,0.6 
24 ,NYK,Monty Williams,University of Notre Dame,7624 ,0.5 ,1994 ,18 ,0.5 
47 ,UTA,Jamie Watson,University of South Carolina,1248 ,0.3 ,1994 ,19 ,0.3 
11 ,SEA,Carlos Rogers,Tennessee State University,5654 ,0.2 ,1994 ,20 ,0.2 
37 ,SEA,Dontonio Wingfield,University of Cincinnati,1146 ,0.2 ,1994 ,20 ,0.2 
27 ,ORL,Brooks Thompson,Oklahoma State University,1714 ,0.1 ,1994 ,22 ,0.1 
